title,year,citationCount,top_conf_citations,top_journal_citations,paperId,notes,citations_2014,citations_2015,citations_2016,citations_2017,citations_2018,citations_2019,citations_2020,citations_2021,citations_2022,citations_2023,citations_2024,ai_category
"The Neuro-Symbolic Concept Learner: Interpreting Scenes, Words, and Sentences From Natural Supervision",2019,765,189,18,50f76736c3090c6effac25400e5e40cc0b7b5ad9,,0,0,0,0,1,50,123,115,135,123,116,多模态学习
The Singular Values of Convolutional Layers,2019,213,61,2,fb2edf25484c9e9e5f94b719c55dc1faf7591bfa,,0,0,0,0,12,36,38,38,33,21,17,计算机视觉
The role of over-parametrization in generalization of neural networks,2019,205,59,4,6e8001afb2e24b648ae9ceb4e00c20ded4a5ee99,,0,0,0,0,3,25,32,30,33,35,26,基础 AI 理论
Theoretical Analysis of Auto Rate-Tuning by Batch Normalization,2019,138,55,1,3dfb0a18ab5a5413c50d911e49b3c83b1a9383a3,,0,0,0,0,3,10,38,23,22,19,11,表示学习与优化方法
Top-Down Neural Model For Formulae,2019,16,4,0,f6b394f714ef1b9ace8879356c1db2badd21ba82,,0,0,0,0,0,4,4,1,2,1,2,自然语言处理
"Towards Robust, Locally Linear Deep Networks",2019,48,20,0,a403099192180450edc594d2fed7a19296e9ff48,,0,0,0,0,1,10,6,11,6,4,7,机器学习（含深度学习）
Training for Faster Adversarial Robustness Verification via Inducing ReLU Stability,2019,204,54,2,de49430578bb3f8de3e610423255662c45f17610,,0,0,0,0,8,38,43,39,32,27,9,机器学习（含深度学习）
Transfer Learning for Sequences via Learning to Collocate,2019,19,7,1,3b81ba581733e0c1e9c76b317645d2ee973fb710,,0,0,0,0,1,2,8,5,1,1,1,自然语言处理
Two-Timescale Networks for Nonlinear Value Function Approximation,2019,48,17,2,e4eed0e966c134bbff6a5a2a38ac2b3e44900906,,0,0,0,0,2,11,6,5,6,4,10,强化学习与智能决策
Understanding Composition of Word Embeddings via Tensor Decomposition,2019,10,1,0,1ee096afc761526e4be9e3af11d6287d4a0a5393,,0,0,0,0,1,0,2,2,1,0,4,自然语言处理
Understanding Straight-Through Estimator in Training Activation Quantized Neural Nets,2019,373,103,8,cf0671ec7da36af49699de81bee05e9549140db2,,0,0,0,0,1,17,45,38,61,63,61,机器学习（含深度学习）
Understanding and Improving Interpolation in Autoencoders via an Adversarial Regularizer,2019,276,53,6,3517b9824def42f3c723c6c63eda7ade12d25538,,0,0,0,0,8,30,65,58,39,34,20,表示学习与优化方法
Universal  Stagewise Learning for Non-Convex Problems with  Convergence on  Averaged Solutions,2019,58,22,0,a048662aab04b4f683cb6778100356892527fb1b,,0,0,0,0,11,12,16,9,4,3,3,表示学习与优化方法
Universal Successor Features Approximators,2019,124,47,3,894536f2ac4728850bc18705daeeda6e88f3d6f1,,0,0,0,0,1,11,12,24,21,15,20,强化学习与智能决策
Unsupervised Adversarial Image Reconstruction,2019,33,12,1,59ae0a50c5ebc8aa9c408e9d75f56c195ac7276e,,0,0,0,0,1,2,9,11,1,1,6,计算机视觉
Unsupervised Control Through Non-Parametric Discriminative Rewards,2019,187,52,3,b65a6be07ce9c86797e6917258cf5ba45273ee73,,0,0,0,0,2,28,30,41,32,26,12,强化学习与智能决策
"Unsupervised Discovery of Parts, Structure, and Dynamics",2019,61,28,1,4b64cd1fb5ee85e874a792c49271e4bf5314d6d7,,0,0,0,0,0,12,17,14,10,5,3,表示学习与优化方法
Unsupervised Hyper-alignment for Multilingual Word Embeddings,2019,0,0,0,5ea2e9d50794d06a3512484252722d475818767b,,0,0,0,0,0,0,0,0,0,0,0,自然语言处理
Unsupervised Speech Recognition via Segmental Empirical Output Distribution Matching,2019,41,29,0,ad4b7c0e1c71e26c1cf352069e9fd5cb06f70148,,0,0,0,0,0,6,6,6,14,4,3,自然语言处理
Variance Reduction for Reinforcement Learning in Input-Driven Environments,2019,101,33,1,c470f1d1e7d377b4e0d01890ae418a918c0e7093,,0,0,0,0,1,12,19,18,13,17,10,强化学习与智能决策
Variational Autoencoder with Arbitrary Conditioning,2019,160,32,2,c61b43acd00d73e58fade68b8eb7c3ae875fc60c,,0,0,0,0,1,24,34,29,22,17,16,表示学习与优化方法
Variational Autoencoders with Jointly Optimized Latent Dependency Structure,2019,24,2,0,0f2d473dd476f4e8775081af57e0ef6f9d4c70bb,,0,0,0,0,0,4,2,0,3,7,4,表示学习与优化方法
Variational Smoothing in Recurrent Neural Network Language Models,2019,3,1,0,08736d66224afbcd5514947a79a08a424a6f0576,,0,0,0,0,0,1,2,0,0,0,0,自然语言处理
Verification of Non-Linear Specifications for Neural Networks,2019,45,10,2,ad640ea420d49a969a995632aed22c21251891df,,0,0,0,0,0,11,9,6,5,4,9,模型可解释性、公平性、应用系统等
Von Mises-Fisher Loss for Training Sequence to Sequence Models with Continuous Outputs,2019,75,33,0,3f67f9c8a97dc2a0b7c40d1ced73294133e67aa1,,0,0,0,0,0,14,18,15,13,6,3,自然语言处理
Wasserstein Barycenter Model Ensembling,2019,27,6,0,3c50284257e0180133d5d71da20bd1c7e089b85c,,0,0,0,0,1,3,4,8,5,1,2,表示学习与优化方法
What do you learn from context? Probing for sentence structure in contextualized word representations,2019,910,322,17,e2587eddd57bc4ba286d91b27c185083f16f40ee,,0,0,0,0,2,88,177,172,147,131,107,自然语言处理
Whitening and Coloring Batch Transform for GANs,2019,55,26,0,e5cf28063f76ad1a3cda56f68b08ff264a0aa198,,0,0,0,0,0,5,10,10,9,8,6,计算机视觉
"Woulda, Coulda, Shoulda: Counterfactually-Guided Policy Search",2019,148,52,0,745a134eca192982e8e0c16d6f36cfe24f9bdd08,,0,0,0,0,1,16,31,28,19,20,15,强化学习与智能决策
signSGD via Zeroth-Order Oracle,2019,150,32,2,3ae1544865a18d8649a5c4939f9eb17165b23bea,,0,0,0,0,1,12,17,16,17,32,26,表示学习与优化方法
signSGD with Majority Vote is Communication Efficient and Fault Tolerant,2019,272,53,4,dbca9dbe14e9933515d2005dc1163ae2c24d9afd,,0,0,0,0,1,17,46,42,42,43,42,表示学习与优化方法
A Closer Look at the Optimization Landscapes of Generative Adversarial Networks,2020,66,11,0,ec09db517aa4399ebbb33fb3acc342178f2aca90,,1,0,0,0,0,6,18,19,9,4,5,机器学习（含深度学习）
A Constructive Prediction of the Generalization Error Across Scales,2020,247,67,6,d28c18a3c2a0afdc0a8634d18345af8d36e1f948,,0,0,0,0,0,1,24,25,37,50,47,基础 AI 理论
A FRAMEWORK  FOR ROBUSTNESS CERTIFICATION  OF SMOOTHED CLASSIFIERS USING  F-DIVERGENCES,2020,73,34,0,e2d09159e54a53bb3b02e9265c0e63631d8d7d8a,,0,0,0,0,0,0,18,11,16,10,13,模型可解释性、公平性、应用系统等
A Fair Comparison of Graph Neural Networks for Graph Classification,2020,488,116,8,3db5fcb595492dcd64663c00d56f004dfafa689c,,0,0,0,0,1,6,54,94,103,91,78,机器学习（含深度学习）
A Function Space View of Bounded Norm Infinite Width ReLU Nets: The Multivariate Case,2020,169,33,2,f03b51022418bc6fd600e231519c4b9d06fd14e8,,0,0,0,0,1,6,28,34,27,34,25,基础 AI 理论
A Latent Morphology Model for Open-Vocabulary Neural Machine Translation,2020,17,4,0,229aff74294275d31ded5c8e6e80f6aa6a88fcfd,,0,0,0,0,0,0,4,5,1,4,0,自然语言处理
A Learning-based Iterative Method for Solving Vehicle Routing Problems,2020,256,58,8,3f1d79e8c9392836fb7083aea893eebb64fc4952,,0,0,0,0,0,1,13,37,51,60,46,强化学习与智能决策
A Meta-Transfer Objective for Learning to Disentangle Causal Mechanisms,2020,356,94,6,492ba3ad3f0cb85f0636bc275fecd7e7960709da,,0,0,0,0,0,26,60,76,79,53,29,表示学习与优化方法
A Mutual Information Maximization Perspective of Language Representation Learning,2020,174,78,2,b85d339e49399966d629973c889e8edfca56517c,,0,0,0,0,0,1,33,37,40,36,19,表示学习与优化方法
A Neural Dirichlet Process Mixture Model for Task-Free Continual Learning,2020,229,82,5,8904e9986ea256f37da535f282c7cd727736db4a,,0,0,0,0,0,1,23,38,46,52,43,机器学习（含深度学习）
A Probabilistic Formulation of Unsupervised Text Style Transfer,2020,135,69,1,57e4074c588c0e27e4c0bc89f12512ccdb900d79,,0,0,0,0,0,0,15,41,21,30,18,自然语言处理
A Signal Propagation Perspective for Pruning Neural Networks at Initialization,2020,164,53,0,e7907e7e7d470a12bdab5e6381ad12c4f832ea49,,0,0,0,0,0,3,27,37,34,27,22,机器学习（含深度学习）
A Stochastic Derivative Free Optimization Method with Momentum,2020,22,5,1,1bd7d16340642948142d7608ef8f085d934d94a3,,0,0,0,0,0,1,3,4,2,4,6,表示学习与优化方法
A Theory of Usable Information under Computational Constraints,2020,192,63,3,0e4f7290f9cce44284665ddb399abeea0d72c557,,0,0,0,0,0,1,15,27,27,48,42,基础 AI 理论
A closer look at the approximation capabilities of neural networks,2020,17,3,2,141758efb70c1e90e9b985e539fc18ea32b21799,,0,0,0,0,0,0,2,7,2,3,2,基础 AI 理论
"A critical analysis of self-supervision, or what we can learn from a single image",2020,151,55,2,3ed8624298e7c8947cf0a4ac987e412170aed4d0,,0,0,0,0,0,5,26,43,33,23,10,表示学习与优化方法
AE-OT: A NEW GENERATIVE MODEL BASED ON EXTENDED SEMI-DISCRETE OPTIMAL TRANSPORT,2020,64,16,1,f13cd90fad03be74cb538ff1f3ea094fa07a4bda,,0,0,0,0,1,0,3,9,11,17,12,机器学习（含深度学习）
AMRL: Aggregated Memory For Reinforcement Learning,2020,20,5,1,3222486c25f1c28d6d27cf7c47f78c04ecae7405,,0,0,0,0,0,1,3,2,6,4,2,强化学习与智能决策
Abductive Commonsense Reasoning,2020,488,219,2,a550f576ff20b8cce98f3ddad0043d3783fbc9b4,,0,0,0,0,0,8,60,88,104,111,74,自然语言处理
Abstract Diagrammatic Reasoning with Multiplex Graph Networks,2020,71,21,2,b366ad7c410409933256898065e3b9101f187f94,,0,0,0,0,0,0,12,18,14,14,7,表示学习与优化方法
Accelerating SGD with momentum for over-parameterized learning,2020,90,20,0,842173699096351c9423be6cda570bff59e16111,,0,0,0,0,1,4,21,18,14,15,12,机器学习（含深度学习）
Actor-Critic Provably Finds Nash Equilibria of Linear-Quadratic Mean-Field Games,2020,57,10,1,170e6263799707bb301f3b48fd5a73c332807403,,0,0,0,0,0,5,17,9,9,7,7,强化学习与智能决策
Adaptive Correlated Monte Carlo for Contextual Categorical Sequence Generation,2020,4,2,0,d22b025db42d58255845753be5395fdbb958d822,,0,0,0,0,0,1,2,0,0,0,1,概率统计与推理基础
Adaptive Structural Fingerprints for Graph Attention Networks,2020,83,23,1,bc7e9897574ca420066626654b340687f3b33b86,,0,0,0,0,0,0,13,23,15,17,9,表示学习与优化方法
Additive Powers-of-Two Quantization: An Efficient Non-uniform Discretization for Neural Networks,2020,288,77,5,973404c13a5d50469182b76f299860bf71c12fb3,,0,0,0,0,0,0,15,50,63,61,60,机器学习（含深度学习）
AdvectiveNet: An Eulerian-Lagrangian Fluidic Reservoir for Point Cloud Processing,2020,10,4,1,8214a00679a1616b520f6bfa2c44bcd06df3f2e1,,0,0,0,0,0,0,4,1,2,2,0,计算机视觉
Adversarial AutoAugment,2020,206,71,1,7d668ed2d5b383c7ff9641974b2bc0c84f43e251,,0,0,0,0,0,2,38,37,46,43,20,计算机视觉
Adversarial Lipschitz Regularization,2020,54,18,0,4538789bb5a4b3fb67123d905692800908061724,,0,0,0,0,0,0,10,10,11,15,5,机器学习（含深度学习）
Adversarial Policies: Attacking Deep Reinforcement Learning,2020,396,74,8,6ff50528f3d7c72772f8c0e3f8398f9dd8e06575,,0,0,0,0,0,6,54,78,68,79,50,强化学习与智能决策
Adversarial Training and Provable Defenses: Bridging the Gap,2020,181,50,3,71ea8f105803703893b5c2d01f0c9508643b6554,,0,0,0,0,0,3,37,44,32,24,25,基础 AI 理论
Adversarially Robust Representations with Smooth Encoders,2020,34,11,0,5ecd39a7797978bf0fd5682f93eddb195ad4a1ea,,0,0,0,0,0,0,4,11,6,6,3,表示学习与优化方法
An Inductive Bias for Distances: Neural Nets that Respect the Triangle Inequality,2020,29,8,0,0b09a36a2de74ace4b792a378ce033601fb87e64,,0,0,0,0,0,0,2,3,6,4,6,机器学习（含深度学习）
Analysis of Video Feature Learning in Two-Stream CNNs on the Example of Zebrafish Swim Bout Classification,2020,4,0,0,ae922b26e35895891c275bb5ed880bb588671b6b,,0,0,0,0,0,0,0,1,1,1,1,计算机视觉
Are Pre-trained Language Models Aware of Phrases? Simple but Strong Baselines for Grammar Induction,2020,91,35,2,7cf8510d5905bd8a63f1e098e05ab591d689e0fd,,0,0,0,0,0,0,20,21,23,18,4,自然语言处理
Are Transformers universal approximators of sequence-to-sequence functions?,2020,421,123,8,509b4661ed74a24c2ffdbf131f9e1c6a1783752d,,0,0,0,0,0,0,26,52,38,88,97,自然语言处理
AssembleNet: Searching for Multi-Stream Neural Connectivity in Video Architectures,2020,107,44,1,a7afd4fdc9388b94ae5ff6aee062f8c5a9270ec1,,0,0,0,0,0,4,22,37,14,11,11,计算机视觉
Asymptotics of Wide Networks from Feynman Diagrams,2020,122,38,4,468ce1e82b27f14d4927dabf5c2b9308bca49c99,,0,0,0,0,0,8,29,20,21,22,11,基础 AI 理论
AugMix: A Simple Data Processing Method to Improve Robustness and Uncertainty,2020,1468,439,19,02b1607af35b48f0bd716367caf6a7428b969369,,0,0,0,0,1,5,116,214,282,329,275,机器学习（含深度学习）
Augmenting Genetic Algorithms with Deep Neural Networks for Exploring the Chemical Space,2020,148,29,11,cbe6238afd650965a69eb77bc6eb07c183a10351,,0,0,0,0,0,1,23,33,27,22,20,强化学习与智能决策
Augmenting Non-Collaborative Dialog Systems with Explicit Semantic and Strategic Dialog History,2020,35,14,1,7b622d7a991da4d2091d7bdb420177ca596f13a8,,0,0,0,0,0,0,1,2,8,11,6,自然语言处理
Automated Relational Meta-learning,2020,99,38,3,2c2b2d35ec9006ed83a034a05d316bf6f712d0f9,,0,0,0,0,0,0,23,22,18,16,8,机器学习（含深度学习）
Automated curriculum generation through setter-solver interactions,2020,38,11,1,ea1c1e4dc1df4b2b4aa81ed215b6affbf9c64034,,0,0,0,1,0,0,3,9,11,5,5,强化学习与智能决策
Automatically Discovering and Learning New Visual Categories with Ranking Statistics,2020,210,91,3,5b4d3770b7d2b5ecd46205fe245fa50eeeca5968,,0,0,0,0,0,0,6,28,39,55,44,计算机视觉
B-Spline CNNs on Lie groups,2020,146,30,5,467fe8190f9ffbbd860beec735f3b8154984d9e7,,0,0,0,0,0,2,23,29,23,26,23,计算机视觉
BREAKING  CERTIFIED  DEFENSES:  SEMANTIC  ADVERSARIAL  EXAMPLES  WITH  SPOOFED  ROBUSTNESS  CERTIFICATES,2020,56,17,2,6e635f131c37d481f5b8778c5823a35201876150,,0,0,0,0,1,2,13,9,10,14,6,计算机视觉
Batch-shaping for learning conditional channel gated networks,2020,81,29,0,e3d6daa6b562096d2cf2e48a4b16598ad175b0c4,,0,0,0,0,0,2,9,19,16,22,7,机器学习（含深度学习）
BatchEnsemble: an Alternative Approach to Efficient Ensemble and Lifelong Learning,2020,532,176,4,b145ea2049648535d6081407ebd315b072248183,,0,0,0,0,0,1,37,100,104,123,94,机器学习（含深度学习）
BayesOpt Adversarial Attack,2020,82,26,1,11c919ca13ffb2204f92c3974db1ae4c0ee051b5,,0,0,0,0,0,2,13,17,18,17,10,概率统计与推理基础
Behaviour Suite for Reinforcement Learning,2020,196,48,2,3606c313dccd21f784bedf5759152a3677f5719d,,0,0,0,0,0,18,36,36,23,39,23,强化学习与智能决策
BinaryDuo: Reducing Gradient Mismatch in Binary Activation Network by Coupling Binary Activations,2020,49,16,2,eb27f938ec634b18dddb42ed3f1458fc0df3bb73,,0,0,0,0,0,1,8,19,7,8,3,机器学习（含深度学习）
Biologically inspired sleep algorithm for increased generalization and adversarial robustness in deep neural networks,2020,27,2,1,161446f6c04f0451bf77cfc8550a2e654e056571,,0,0,0,0,0,1,1,8,8,2,3,机器学习（含深度学习）
Black-box Off-policy Estimation for Infinite-Horizon Reinforcement Learning,2020,33,10,0,9a08c1e181ae42381ef0bbb8199e4832621ff2e3,,0,0,0,0,0,0,11,9,8,4,0,强化学习与智能决策
Bounds on Over-Parameterization for Guaranteed Existence of Descent Paths in Shallow ReLU Networks,2020,11,2,1,868dcec83ced27639c2d5d7ba44c9b92d80bb2ce,,0,0,0,0,0,0,2,5,1,1,1,基础 AI 理论
Bridging Mode Connectivity in Loss Landscapes and Adversarial Robustness,2020,203,78,2,dc0def651f7ff53d7b3d764924b5c2c28024cdd7,,0,0,0,0,0,0,12,17,55,47,38,机器学习（含深度学习）
Building Deep Equivariant Capsule Networks,2020,28,7,2,9d8039474b4994ffaa28a698ace4696d7c26dd92,,0,0,0,0,0,2,9,6,3,6,1,机器学习（含深度学习）
CAQL: Continuous Action Q-Learning,2020,47,12,0,385057ad5c678b5cd413835b64a813e930c77a4c,,0,0,0,0,1,0,10,10,8,7,6,强化学习与智能决策
Can gradient clipping mitigate label noise?,2020,154,58,2,c5f8eee2d9eb59133c378a0c1014fad585955e67,,0,0,0,0,0,0,21,28,27,32,28,表示学习与优化方法
Capsules with Inverted Dot-Product Attention Routing,2020,90,20,6,16601473f45fe183da46ba078d13b3fde7d48bac,,0,0,0,0,0,1,12,24,16,16,11,机器学习（含深度学习）
Causal Discovery with Reinforcement Learning,2020,269,78,5,f844925066c3de9cd9ad662059e25a9d47a59843,,0,0,0,0,0,2,27,42,52,60,44,强化学习与智能决策
Certified Defenses for Adversarial Patches,2020,186,62,1,4c9ee8358d82afa960708391e2b8e83c4a737ae9,,0,0,0,0,0,1,27,45,31,37,24,计算机视觉
Certified Robustness for Top-k Predictions against Adversarial Perturbations via Randomized Smoothing,2020,104,37,2,947a4b2e31dcaeffa8d86bc8d6888665ec33c5f6,,0,0,0,0,1,0,20,21,15,23,14,机器学习（含深度学习）
Chameleon: Adaptive Code Optimization for Expedited Deep Neural Network Compilation,2020,87,19,2,e4c965324f9773ec3111686a4abe53ea61c89f7c,,0,0,0,0,1,0,10,15,22,16,12,模型可解释性、公平性、应用系统等
Classification-Based Anomaly Detection for General Data,2020,389,89,13,04513c7c0b3a63fde81a996dae064a28d453c17a,,0,0,0,0,0,0,31,80,87,80,50,机器学习（含深度学习）
Co-Attentive Equivariant Neural Networks: Focusing Equivariance On Transformations Co-Occurring in Data,2020,24,7,1,1d01105478b8d9ceac4aaa8e08d4792d063c05bb,,0,0,0,0,0,0,8,8,3,3,1,表示学习与优化方法
CoPhy: Counterfactual Learning of Physical Dynamics,2020,99,35,1,17b851cfc672b65ccf16a7bdbe85d5db9527483b,,0,0,0,0,0,2,15,19,17,18,13,基础 AI 理论
Coherent Gradients: An Approach to Understanding Generalization in Gradient Descent-based Optimization,2020,56,19,0,2858a11c77055f78c67f9a3c89a74d86da8c3772,,0,0,0,0,0,2,11,11,7,9,6,表示学习与优化方法
Combining Q-Learning and Search with Amortized Value Estimates,2020,48,6,1,8d6d37f3f01b6aa7e42b1b76bffad1d14d934d85,,0,0,0,0,0,0,11,14,9,6,6,强化学习与智能决策
Comparing Rewinding and Fine-tuning in Neural Network Pruning,2020,418,127,7,850464c9006261bd632c4203f3e630db09a32faf,,0,0,0,0,0,2,40,88,90,87,61,机器学习（含深度学习）
Composing Task-Agnostic Policies with Deep Reinforcement Learning,2020,33,10,1,84771e205117b8bdcd0982c35b4fcd514d183afd,,0,0,0,0,0,1,4,7,10,6,1,强化学习与智能决策
Composition-based Multi-Relational Graph Convolutional Networks,2020,1013,314,18,4b244a6778c95b1df8e9e02332ff8d22e675f628,,0,0,0,0,0,1,45,121,182,205,243,表示学习与优化方法
Compositional Language Continual Learning,2020,39,14,0,daaf8b821c07dc2de2b8d9e8bbb5cb41cab15f94,,0,0,0,0,0,0,8,12,5,4,8,自然语言处理
Compositional languages emerge in a neural iterated learning model,2020,103,27,1,6e482052ac6f73d225387b27ccbfb94375c04ec8,,0,0,0,0,0,0,10,19,18,22,26,自然语言处理
Compression based bound for non-compressed network: unified generalization error analysis of large compressible deep neural network,2020,53,21,0,84d20c13c0d07942c5c0c5c678b1195de3ab305f,,0,0,0,0,1,5,3,8,9,13,3,机器学习（含深度学习）
Compressive Transformers for Long-Range Sequence Modelling,2020,756,262,7,f51497f463566581874c941353dd9d80069c5b77,,0,0,0,1,0,1,55,86,100,142,192,自然语言处理
Conservative Uncertainty Estimation By Fitting  Prior Networks,2020,63,13,1,5f81689daeda82f0b1e08da37573032b657f0c47,,0,0,0,0,0,1,3,17,8,14,10,概率统计与推理基础
Consistency Regularization for Generative Adversarial Networks,2020,298,95,8,63470afe06145e08c3b851491450f68c83cc938f,,0,0,0,0,0,5,46,81,54,50,40,机器学习（含深度学习）
Continual Learning with Adaptive Weights (CLAW),2020,79,22,1,63390804dd27b8dde3dd1d3cedbe4956cedb4ac0,,0,0,0,0,0,2,11,21,9,14,13,机器学习（含深度学习）
Continual Learning with Bayesian Neural Networks for Non-Stationary Data,2020,77,29,0,6c1c394765beb58affe881c22543f52d326c4b9e,,0,0,0,0,0,2,8,15,11,17,15,概率统计与推理基础
Continual learning with hypernetworks,2020,386,122,6,191461705e9961a3b07273c19d89eb214819002c,,0,0,0,0,1,2,36,65,83,90,51,机器学习（含深度学习）
Contrastive Representation Distillation,2020,1195,367,19,197498cb2ad787e4f71c05098cee6b10d9d067bd,,0,0,0,0,1,4,91,203,247,246,223,表示学习与优化方法
Controlling generative models with continuous factors of variations,2020,130,53,0,7809846c6ab7437976a2ef495204d745aad77d05,,0,0,0,0,0,0,14,40,40,18,12,基础 AI 理论
Convergence of Gradient Methods on Bilinear Zero-Sum Games,2020,37,10,0,0b8e95f455f6220dd4e7775823e5a3cd70786675,,0,0,0,0,0,1,6,11,11,7,1,表示学习与优化方法
Critical initialisation in continuous approximations of binary neural networks,2020,3,0,0,c1195f168150902238ac6ced054c7ebaf676e2e9,,0,0,0,0,0,0,2,1,0,0,0,机器学习（含深度学习）
Cross-Domain Few-Shot Classification via Learned Feature-Wise Transformation,2020,440,134,14,17b99c60d6b2fdd656af6a7661b8d6af05255792,,0,0,0,0,0,4,45,83,88,88,80,计算机视觉
Cross-lingual Alignment vs Joint Training: A Comparative Study and A Simple Unified Framework,2020,81,27,2,5884948777dfc003ba49e1513420830616281839,,0,0,0,0,0,0,23,19,16,14,3,自然语言处理
Curvature Graph Network,2020,76,18,0,71c4aa93c40d2f867744c7120342b36540e5f09b,,0,0,0,0,0,0,6,7,11,30,7,表示学习与优化方法
Cyclical Stochastic Gradient MCMC for Bayesian Deep Learning,2020,290,71,2,079ce2910925dbe4272c36c7e59cfa7ce959bc24,,0,0,0,0,0,14,33,57,58,51,43,概率统计与推理基础
DBA: Distributed Backdoor Attacks against Federated Learning,2020,806,154,21,4b2df153540a64b293818bbd9b1c00d28a01025c,,0,0,0,0,2,3,44,82,144,180,186,模型可解释性、公平性、应用系统等
DD-PPO: Learning Near-Perfect PointGoal Navigators from 2.5 Billion Frames,2020,544,138,10,b0e95b881add810353b12e78615613a0132be754,,0,0,0,0,0,1,47,75,92,127,93,强化学习与智能决策
DDSP: Differentiable Digital Signal Processing,2020,427,149,5,468aa95cfdf66da9fc3dc6a1b9042a52a6ec99c6,,0,0,0,0,0,0,45,69,71,80,81,基础 AI 理论
Data-Independent Neural Pruning via Coresets,2020,62,22,0,56f66951145444036cb6ec748d90a04ffc487cc1,,0,0,0,0,0,1,8,18,12,12,7,机器学习（含深度学习）
Data-dependent Gaussian Prior Objective for Language Generation,2020,66,28,1,69e4dabf1f140915878a365c1adb86ceb2362ab6,,0,0,0,0,0,1,12,15,13,13,6,自然语言处理
Decentralized Deep Learning with Arbitrary Communication Compression,2020,248,47,3,6105fc6d1058cd883037ed89f42332c56eef8160,,0,0,0,0,0,11,37,48,48,49,33,机器学习（含深度学习）
Decoding As Dynamic Programming For Recurrent Autoregressive Models,2020,5,3,0,8d354c100b51c458b5de4e7f285486c0019b128b,,0,0,0,0,0,0,1,0,4,0,0,自然语言处理
Decoupling Representation and Classifier for Long-Tailed Recognition,2020,1377,489,34,dcc4c760c3f1cb17f953c487190b735030c33b78,,0,0,0,0,0,3,61,190,307,318,275,计算机视觉
"Deep 3D Pan via local adaptive ""t-shaped"" convolutions with global and local adaptive dilations",2020,5,4,0,d23c551f8b8f3990077a4b006c0018b8b3b0c56f,,0,0,0,0,0,0,1,2,0,0,1,计算机视觉
Deep Audio Priors Emerge From Harmonic Convolutional Networks,2020,32,16,1,117a0cf439519b30abccc4d031e43edabb26d4d9,,0,0,0,0,0,1,10,7,3,2,7,多模态学习
"Deep Batch Active Learning by Diverse, Uncertain Gradient Lower Bounds",2020,885,235,23,cf5a21684aefb1b8db6e0490167636d245396095,,0,0,0,0,1,6,53,112,154,206,174,机器学习（含深度学习）
Deep Double Descent: Where Bigger Models and More Data Hurt,2020,1041,192,33,ea415809bf87ef4b99966c6c50de6cb996a02a97,,0,0,0,1,3,14,128,172,197,202,165,基础 AI 理论
Deep Graph Matching Consensus,2020,221,85,2,339d6340960fe77bc597cad48eecf45fc237e742,,0,0,0,0,0,2,26,55,46,47,26,机器学习（含深度学习）
"Deep Imitative Models for Flexible Inference, Planning, and Control",2020,153,36,3,9b114351bf97a66ab8cfef4c3b04a0f70503295e,,0,0,0,0,2,24,25,33,28,21,13,强化学习与智能决策
Deep Learning of Determinantal Point Processes via Proper Spectral Sub-gradient,2020,2,0,0,354a49d9f67a097ac27dff226775a7aa2172c12c,,0,0,0,0,0,0,0,2,0,0,0,概率统计与推理基础
Deep Network Classification by Scattering and Homotopy Dictionary Learning,2020,41,5,3,6f2eaa0b543d414f540b1bc23febcd3b221dec0e,,0,0,0,0,0,0,11,12,10,3,3,表示学习与优化方法
Deep Orientation Uncertainty Learning based on a Bingham Loss,2020,70,26,2,7bbce51c8e25e52f8f19ed9d1420560368fa35f8,,0,0,0,0,0,1,6,8,15,22,9,机器学习（含深度学习）
Deep Symbolic Superoptimization Without Human Knowledge,2020,8,2,0,6aa41f4389de6761f7c600285be9b5518271fc32,,0,0,0,0,0,0,0,2,2,2,2,基础 AI 理论
Deep neuroethology of a virtual rodent,2020,75,6,8,e9fd8b69faa4c909828134278c89d9aafffbcf39,,0,0,0,0,0,1,16,16,10,10,13,强化学习与智能决策
Deep probabilistic subsampling for task-adaptive compressed sensing,2020,45,10,0,36e3339efb1a0a548e3469f4332d2c0036bb543c,,0,0,0,0,0,1,9,11,4,4,11,概率统计与推理基础
DeepSphere: a graph-based spherical CNN,2020,95,30,2,067c5f3753709b48023678fc12063459b4d82cb6,,0,0,0,0,0,0,6,22,16,26,14,计算机视觉
DeepV2D: Video to Depth with Differentiable Structure from Motion,2020,291,111,4,dfb22535ada5e35b9ed3523499127003e4afc00d,,0,0,0,0,0,8,17,38,45,48,63,计算机视觉
Defending Against Physically Realizable Attacks on Image Classification,2020,140,41,1,83473cc2eb5acc2c41b93ef5b3b1d925a12f25a3,,0,0,0,0,0,0,23,32,20,25,24,计算机视觉
Deformable Kernels: Adapting Effective Receptive Fields for Object Deformation,2020,70,23,6,83e8fdf6d7e7773777d508fec52c252652287935,,0,0,0,0,0,0,8,22,9,12,7,计算机视觉
Demystifying Inter-Class Disentanglement,2020,60,20,1,64ba28a03d0d14072fdf85ca8ec7b866c4c7869f,,0,0,0,0,0,1,16,12,11,8,5,表示学习与优化方法
Denoising and Regularization via Exploiting the Structural Bias of Convolutional Generators,2020,87,20,1,dda678ae5abcd3b522ff195705a80ecb3f58f043,,0,0,0,0,0,1,12,17,16,17,13,表示学习与优化方法
Depth-Adaptive Transformer,2020,229,92,0,4585611042d2be0d997ee135e3fe219d668db9ec,,0,0,0,0,0,1,22,31,20,35,68,自然语言处理
