title,year,citationCount,top_conf_citations,top_journal_citations,paperId,notes,citations_2014,citations_2015,citations_2016,citations_2017,citations_2018,citations_2019,citations_2020,citations_2021,citations_2022,citations_2023,citations_2024,ai_category
Object-Centric Image Generation from Layouts.,2021,105,35,1,198333f1f426224de2f36a3ee2aa48e54cf4ba3e,,0,0,0,0,0,0,1,16,21,35,24,计算机视觉
Objective-Based Hierarchical Clustering of Deep Embedding Vectors.,2021,26,3,0,e723eca7e014b67c28d74605a60cb7d7ae5955eb,,0,0,0,0,0,0,0,5,7,6,3,表示学习与优化方法
On Continuous Local BDD-Based Search for Hybrid SAT Solving.,2021,10,2,0,27bea15cfbfadf2c20795e0fa02dd6afd611c557,,0,0,0,0,0,0,0,2,2,2,0,基础 AI 理论
On Convergence of Gradient Expected Sarsa(λ).,2021,4,1,0,3733e6677ad9dd363bf1ab2013c609a995607b67,,0,0,0,0,0,0,0,0,2,0,0,强化学习与智能决策
On Estimating Recommendation Evaluation Metrics under Sampling.,2021,16,2,0,25410f25f0bcb787c47fc12e6459e86a04007947,,0,0,0,0,0,0,0,0,3,10,1,机器学习（含深度学习）
On Exploiting Hitting Sets for Model Reconciliation.,2021,27,3,0,c11c6bfafeb3de9f2807bf690731b39bd116a729,,0,0,0,0,0,0,0,4,7,6,8,模型可解释性、公平性、应用系统等
On Fair Division under Heterogeneous Matroid Constraints.,2021,39,14,0,aa5f58e9d5cad87629bd40c09465087eec2f9c63,,0,0,0,0,0,1,1,6,6,6,12,模型可解释性、公平性、应用系统等
On Fair and Efficient Allocations of Indivisible Goods.,2021,23,8,1,f50f62a4e70b0d7337d18b73fbb5c305f5289957,,0,0,0,0,0,0,1,3,4,6,5,模型可解释性、公平性、应用系统等
On Generating Plausible Counterfactual and Semi-Factual Explanations for Deep Learning.,2021,111,24,4,5e6b2c0a61b008b9b550f4cf388bf118e72c3b7d,,0,0,0,0,0,0,5,13,22,29,27,模型可解释性、公平性、应用系统等
On Lipschitz Regularization of Convolutional Layers using Toeplitz Matrix Theory.,2021,30,8,0,e3cd3c5cd610bb9e36fc69e728ef21fca048d812,,0,0,0,0,0,0,0,8,3,9,8,机器学习（含深度学习）
On Online Optimization: Dynamic Regret Analysis of Strongly Convex and Smooth Problems.,2021,24,7,0,a4ef878021090b4dc01b1503dda1a19e99077936,,0,0,0,0,0,0,1,2,10,4,5,表示学习与优化方法
On Scalar Embedding of Relative Positions in Attention Models.,2021,4,1,0,52d01d9f71caf0d021fccb75b75b7d3dfc7460f5,,0,0,0,0,0,0,0,0,2,2,0,自然语言处理
On the Adequacy of Untuned Warmup for Adaptive Optimization.,2021,79,18,3,2a48d2b673689e4434fc6b86965ca2a91bb40103,,0,0,0,0,0,1,10,7,13,13,22,表示学习与优化方法
On the Approximation of Nash Equilibria in Sparse Win-Lose Multi-player Games.,2021,8,2,1,af373323824286e8bad31b2d72ff7a0c3543e81f,,0,0,0,0,0,0,0,2,4,1,0,强化学习与智能决策
On the Complexity of Finding Justifications for Collective Decisions.,2021,10,1,0,4ef3a8660bc4aadc7ea6205eebf49dc51d2ede0c,,0,0,0,0,0,0,0,0,6,4,0,基础 AI 理论
On the Complexity of Sum-of-Products Problems over Semirings.,2021,8,3,0,8daae53ad9f080dbf9fde476cb96c17977762feb,,0,0,0,0,0,0,0,2,0,2,4,基础 AI 理论
On the Convergence of Communication-Efficient Local SGD for Federated Learning.,2021,64,14,4,0d33bb29be6bb247041b12c704d150e3e4e1afa1,,0,0,0,0,0,0,3,8,11,18,13,表示学习与优化方法
On the Importance of Word Order Information in Cross-lingual Sequence Labeling.,2021,28,5,0,12cf222b05755a59655a5846f990c2aaf6065086,,0,0,0,0,0,0,0,13,5,4,2,自然语言处理
On the Optimal Efficiency of A* with Dominance Pruning.,2021,1,1,0,2d27420fcc6a4a04ead145af4dfdd69f93777728,,0,0,0,0,0,0,0,0,0,1,0,强化学习与智能决策
On the PTAS for Maximin Shares in an Indivisible Mixed Manna.,2021,7,1,0,d6fc4a7ef2dc4616b5ce700b50c355048ad620df,,0,0,0,0,0,0,0,1,0,3,0,基础 AI 理论
On the Softmax Bottleneck of Recurrent Language Models.,2021,3,1,0,e124a92d67362dc32d0518b2522f5ae96970916a,,0,0,0,0,0,0,0,0,2,0,0,自然语言处理
On the Tractability of SHAP Explanations.,2021,391,47,35,c9430e952f067bf946987c7a9e49feba6bb5c5f2,,0,0,0,0,0,1,2,22,26,58,94,模型可解释性、公平性、应用系统等
On the Verification of Neural ODEs with Stochastic Guarantees.,2021,37,10,0,0033cbb16ea8996520f2e239298070975b3f31ae,,0,0,0,0,0,0,0,6,14,8,3,机器学习（含深度学习）
On-line Learning of Planning Domains from Sensor Data in PAL: Scaling up to Large State Spaces.,2021,10,3,0,9dbfe15981311081db7ae576690ed81c1badba92,,0,0,0,0,0,0,0,3,3,1,1,强化学习与智能决策
On-the-fly Synthesis for LTL over Finite Traces.,2021,22,5,1,31bc036140ef9868ef68fcae013bcaed50dab1c5,,0,0,0,0,0,0,0,0,5,2,5,基础 AI 理论
One SPRING to Rule Them Both: Symmetric AMR Semantic Parsing and Generation without a Complex Pipeline.,2021,183,70,2,25e7c9dcc294d77d184c4c1122c8304cdb58c69d,,0,0,0,0,0,0,1,25,55,38,34,自然语言处理
One-shot Face Reenactment Using Appearance Adaptive Normalization.,2021,29,12,0,8de43d288f4eb44cefe6f37642be1cfc1e902bea,,0,0,0,0,0,0,0,0,14,7,7,计算机视觉
One-shot Graph Neural Architecture Search with Dynamic Search Space.,2021,54,20,0,9425619f07e553624140f6f1207cc0d56159d290,,0,0,0,0,0,0,0,4,14,16,13,机器学习（含深度学习）
Online 3D Bin Packing with Constrained Deep Reinforcement Learning.,2021,145,15,5,c22c7bebeeec2aaf15b96aa668b3f35d6d657793,,0,0,0,0,0,0,1,12,17,35,47,强化学习与智能决策
Online Class-Incremental Continual Learning with Adversarial Shapley Value.,2021,238,73,3,c7cd5686a8da0cb29f5b7923ade16ba007cff143,,0,0,0,0,0,0,1,13,40,64,74,机器学习（含深度学习）
Online DR-Submodular Maximization: Minimizing Regret and Constraint Violation.,2021,5,2,0,030686e9926e2947ae9ce7906e6b25c9d6998d11,,0,0,0,0,0,0,1,0,1,0,2,表示学习与优化方法
Online Learning in Variable Feature Spaces under Incomplete Supervision.,2021,35,5,2,f3b31ed7f41ff441092ab9ddcb9ab69d43b85ab9,,0,0,0,0,0,0,0,1,3,11,11,机器学习（含深度学习）
Online Non-Monotone DR-Submodular Maximization.,2021,14,5,0,97d1fd93fbe0a9825c7525d8248419504c9f15c2,,0,0,0,0,0,0,0,1,3,4,4,表示学习与优化方法
Online Posted Pricing with Unknown Time-Discounted Valuations.,2021,9,3,0,be8c1fa8bc4181b345cb56cc7cbbc32e289ca94b,,0,0,0,0,0,0,2,0,3,1,1,强化学习与智能决策
Open Domain Dialogue Generation with Latent Images.,2021,30,13,0,07411c725cff489da465ed14b99c9d113006aa6c,,0,0,0,0,0,0,0,3,6,11,9,多模态学习
Open-Set Recognition with Gaussian Mixture Variational Autoencoders.,2021,41,7,1,dc304d97a36168a0c888e9668fa29937fcb2e009,,0,0,0,0,0,0,0,2,5,10,9,表示学习与优化方法
Optical Flow Estimation from a Single Motion-blurred Image.,2021,18,4,1,1d0bf18f627903aacb1dee7f7b2b81ca35b581f4,,0,0,0,0,0,1,0,1,3,3,5,计算机视觉
Optimal Decision Trees for Nonlinear Metrics.,2021,26,4,0,2a2e69db2538b6e1394285d454ec93a0ce479417,,0,0,0,0,0,0,2,4,6,4,4,基础 AI 理论
Optimal Kidney Exchange with Immunosuppressants.,2021,16,3,0,75045b41ed7498ddf2537c8511e7c15d5a0b08e9,,0,0,0,0,0,1,0,0,1,3,4,模型可解释性、公平性、应用系统等
Optimising Automatic Calibration of Electric Muscle Stimulation.,2021,4,0,0,eef25c79fe49121fccb09c6c4924241fa83139ca,,0,0,0,0,0,0,0,0,1,2,1,表示学习与优化方法
Optimizing Information Theory Based Bitwise Bottlenecks for Efficient Mixed-Precision Activation Quantization.,2021,3,0,0,72164cce8cee40d3bfeff22e1c565c8ce9c352ff,,0,0,0,0,0,0,0,0,0,1,1,表示学习与优化方法
Oral-3D: Reconstructing the 3D Structure of Oral Cavity from Panoramic X-ray.,2021,29,4,1,276f98e28d9397f5095fe2454edd303d9ffc1b08,,0,0,0,0,0,0,0,1,2,11,10,计算机视觉
"Order Regularization on Ordinal Loss for Head Pose, Age and Gaze Estimation.",2021,9,2,1,e0ed1b7b7ee65f5891d01e8360743a2fa8a0c2ec,,0,0,0,0,0,0,0,1,4,2,1,计算机视觉
Ordered Counterfactual Explanation by Mixed-Integer Linear Optimization.,2021,126,26,1,359e6c070ef9f991f8dc3ffbd49beaf15c7339b8,,0,0,0,0,0,1,7,17,14,24,37,模型可解释性、公平性、应用系统等
Ordinal Historical Dependence in Graphical Event Models with Tree Representations.,2021,3,1,0,83a40aa5e96d6301481599354ccc01a6823c8691,,0,0,0,0,0,0,0,0,0,3,0,概率统计与推理基础
Out-of-Town Recommendation with Travel Intention Modeling.,2021,22,7,0,eb10b623a76dae8d69bc5f551cd02e51218dba5e,,0,0,0,0,0,0,0,3,4,7,5,机器学习（含深度学习）
Outlier Impact Characterization for Time Series Data.,2021,9,2,0,e54f0521300194179f478a11fe0179c084d7f43e,,0,0,0,0,0,0,0,1,0,0,6,概率统计与推理基础
Overcoming Catastrophic Forgetting in Graph Neural Networks with Experience Replay.,2021,148,45,3,8afb82f6c2a48f5ff6f9c70de3594e4a14c11b93,,0,0,0,0,0,0,1,5,22,30,42,强化学习与智能决策
Overcoming Catastrophic Forgetting in Graph Neural Networks.,2021,140,53,3,e41a28daa05cc955e00690c20a3fa15ba2d11cdc,,0,0,0,0,0,0,2,9,23,28,43,强化学习与智能决策
PAC Learning of Causal Trees with Latent Variables.,2021,6,1,0,6e2047ee30fb09cf62775ef9e476415904936c99,,0,0,0,0,0,0,0,3,1,0,0,基础 AI 理论
PASSLEAF: A Pool-bAsed Semi-Supervised LEArning Framework for Uncertain Knowledge Graph Embedding.,2021,26,4,2,3646e2947827c0a9314443e5cbb15575fafaf4ba,,0,0,0,0,0,0,0,2,2,4,8,表示学习与优化方法
PC-HMR: Pose Calibration for 3D Human Mesh Recovery from 2D Images/Videos.,2021,44,21,0,788bf5e5ac68aafe77564473869a0740280ae813,,0,0,0,0,0,0,0,2,5,11,17,计算机视觉
PDO-eS2CNNs: Partial Differential Operator Based Equivariant Spherical CNNs.,2021,22,11,0,1226aabf0df82894c54a427ea5da5d176e90c80f,,0,0,0,0,0,0,0,4,2,5,6,机器学习（含深度学习）
PGNet: Real-time Arbitrarily-Shaped Text Spotting with Point Gathering Network.,2021,90,22,2,0ad0205d39af43cbf1cd560152d0f34ef85d56e6,,0,0,0,0,0,0,0,5,19,21,29,计算机视觉
PHASE: PHysically-grounded Abstract Social Events for Machine Social Perception.,2021,41,12,4,c64536c635e8ea2e8000ded5bba252bc73557019,,0,0,0,0,0,0,0,5,7,13,8,基础 AI 理论
PID-Based Approach to Adversarial Attacks.,2021,16,3,1,06659aaedb5d294f7281b2a28dcb517de360c73a,,0,0,0,0,0,0,0,1,4,5,2,机器学习（含深度学习）
PREMERE: Meta-Reweighting via Self-Ensembling for Point-of-Interest Recommendation.,2021,14,3,0,084b10e890d07802936fc7f9dfa6d03bdbee3b9a,,0,0,0,0,0,0,0,0,5,4,3,表示学习与优化方法
PSSM-Distil: Protein Secondary Structure Prediction (PSSP) on Low-Quality PSSM by Knowledge Distillation with Contrastive Learning.,2021,19,3,0,78cc2f6958a5338b5fadb7ae1e860c74177e7064,,0,0,0,0,0,0,0,2,5,3,5,机器学习（含深度学习）
PULNS: Positive-Unlabeled Learning with Effective Negative Sample Selector.,2021,42,18,0,4c487f774990b76228de42c30a1fa9be722257c0,,0,0,0,0,0,0,0,2,5,14,16,机器学习（含深度学习）
Paragraph-level Commonsense Transformers with Recurrent Memory.,2021,41,17,0,5dfc43bb697acf5eacf8b8a05d78dba8beb0dd42,,0,0,0,0,0,1,1,6,15,8,8,自然语言处理
Parallel Constraint Acquisition.,2021,4,2,0,7e5bb68a25983f7add643f34ae4f250ba5814eae,,0,0,0,0,0,0,0,0,1,2,1,基础 AI 理论
Parameterized Algorithms for MILPs with Small Treedepth.,2021,12,2,0,cb51f9ec601572e2c5e391534b38f689685a8739,,0,0,0,0,0,1,2,1,2,2,2,表示学习与优化方法
Parameterized Complexity of Logic-Based Argumentation in Schaefer's Framework.,2021,2,1,0,c911dc9c079b7ba94f9f565bfc31b9f24d705004,,0,0,0,0,0,0,0,0,0,0,1,基础 AI 理论
Parameterized Complexity of Small Decision Tree Learning.,2021,20,9,0,257c931655aec35969e99c58cb769f74637f7000,,0,0,0,0,0,0,1,2,3,4,4,机器学习（含深度学习）
Parameterized Logical Theories.,2021,0,0,0,4a99ed8f8ef38947498395fc16817410d58f35d7,,0,0,0,0,0,0,0,0,0,0,0,基础 AI 理论
Parameterizing Branch-and-Bound Search Trees to Learn Branching Policies.,2021,110,26,2,20400881f50e5f199467a605e7f301fb1f369982,,0,0,0,0,0,1,6,7,24,25,23,强化学习与智能决策
Pareto Optimization for Subset Selection with Dynamic Partition Matroid Constraints.,2021,9,2,0,bb150dc58656ab6f495506bee6a187516a430539,,0,0,0,0,0,1,0,3,0,1,2,表示学习与优化方法
Partial Is Better Than All: Revisiting Fine-tuning Strategy for Few-shot Learning.,2021,185,38,4,7bb3a96078c854f03d6e9c2032ad6efe6873d974,,0,0,0,0,0,0,1,5,28,49,56,机器学习（含深度学习）
Partial-Label and Structure-constrained Deep Coupled Factorization Network.,2021,4,1,0,e77f542230e003f92c9efa34794c8ecfc3e2df34,,0,0,0,0,0,0,2,0,1,1,0,机器学习（含深度学习）
Partially Non-Autoregressive Image Captioning.,2021,39,8,0,ffef9f033a6e7383747e674ca7afacda4188d65e,,0,0,0,0,0,0,0,3,8,9,12,自然语言处理
Patch-Wise Attention Network for Monocular Depth Estimation.,2021,78,21,3,21fde3a3fab044a9b3568c71480764ad93ed1ff1,,0,0,0,0,0,0,0,5,14,27,18,计算机视觉
PenDer: Incorporating Shape Constraints via Penalized Derivatives.,2021,5,2,0,dba3478cb46874a97e301deb0f20f7692c1f1ae9,,0,0,0,0,0,0,0,2,2,1,0,表示学习与优化方法
Perception Score: A Learned Metric for Open-ended Text Generation Evaluation.,2021,12,6,0,c21075b86fe0608dee44c11e7667ac5b09cd4b0b,,0,0,0,0,0,0,0,4,1,1,5,自然语言处理
Persistence of Anti-vaccine Sentiment in Social Networks Through Strategic Interactions.,2021,1,0,0,225a67952c8e373d3dd3f1ef27a07121b47c4374,,0,0,0,0,0,0,0,0,1,0,0,模型可解释性、公平性、应用系统等
Personalized Adaptive Meta Learning for Cold-start User Preference Prediction.,2021,70,19,1,449e9f36d28c24a240f463b26abfda2dcf33ce17,,0,0,0,0,0,0,0,4,19,20,12,机器学习（含深度学习）
Personalized Cross-Silo Federated Learning on Non-IID Data.,2021,724,135,25,679237737ab2392a87a1f3c44d62b2e37f36bf01,,0,0,0,0,0,0,1,44,113,156,216,机器学习（含深度学习）
Persuading Voters in District-based Elections.,2021,22,9,0,097638237894cbf9a56675f746a2eb207aeba883,,0,0,0,0,0,1,1,2,6,4,3,强化学习与智能决策
Physarum Powered Differentiable Linear Programming Layers and Applications.,2021,5,2,0,02ae998667e48ccd0b110dfe86f7ec7c3187356d,,0,0,0,0,0,0,1,2,0,2,0,表示学习与优化方法
Physics-Informed Deep Learning for Traffic State Estimation: A Hybrid Paradigm Informed By Second-Order Traffic Models.,2021,103,47,1,d2a1df992e2112f579a16301b2df78c2fff5cd8e,,0,0,0,0,0,0,2,6,13,22,25,机器学习（含深度学习）
Physics-constrained Automatic Feature Engineering for Predictive Modeling in Materials Science.,2021,19,3,1,270809df0b5a0f582e3d6a2bb681cda5d5b2d14a,,0,0,0,0,0,0,0,1,3,4,7,机器学习（含深度学习）
Planning from Pixels in Atari with Learned Symbolic Representations.,2021,11,3,0,a8f80b8f5cd4be2da9b8e4b9931135f16cbaa5c8,,0,0,0,0,0,0,0,6,3,1,0,强化学习与智能决策
Planning with Learned Object Importance in Large Problem Instances using Graph Neural Networks.,2021,91,8,3,1953f68b785c7ed2a7a61d6bffe4b18f0dff1172,,0,0,0,0,0,1,3,11,20,19,20,强化学习与智能决策
Plug-and-Play Domain Adaptation for Cross-Subject EEG-based Emotion Recognition.,2021,136,11,7,082d2c12f81f860a53fa9b30e855b2a34f27b2ba,,0,0,0,0,0,0,1,6,22,27,40,多模态学习
PoA of Simple Auctions with Interdependent Values.,2021,15,3,0,ca80110f3551b88f7c74d5b417215563e85e3294,,0,0,0,0,0,0,0,4,3,2,2,基础 AI 理论
Point Cloud Semantic Scene Completion from RGB-D Images.,2021,13,3,0,e9f5fb065ac85696101bd1c87977b406f9bf47aa,,0,0,0,0,0,0,0,0,4,3,3,计算机视觉
Policy Optimization as Online Learning with Mediator Feedback.,2021,11,2,0,ac6b3d3d85d0cdfdff34c522ad8c3e1677d2f5a1,,0,0,0,0,0,0,1,3,2,3,1,强化学习与智能决策
Policy-Guided Heuristic Search with Guarantees.,2021,30,9,0,53ae4b740f4a870004f9f840a731a0e051eb2b95,,0,0,0,0,0,0,0,8,5,7,6,强化学习与智能决策
Polynomial-Time Algorithms for Counting and Sampling Markov Equivalent DAGs.,2021,20,5,0,6b80dea61e74a65b9ab0b0590932a3dc175f1755,,0,0,0,0,0,0,0,1,7,6,2,概率统计与推理基础
"Positions, Channels, and Layers: Fully Generalized Non-Local Network for Singer Identification.",2021,2,0,0,fbb14447bb10a87215fd9cbd40976b225999f8b7,,0,0,0,0,0,0,0,0,0,1,0,多模态学习
Power up! Robust Graph Convolutional Network via Graph Powering.,2021,28,9,0,7a0ed8ac6832505aafb94f6a30f4ac831aac0444,,0,0,0,0,0,0,1,10,6,6,3,机器学习（含深度学习）
Practical and Rigorous Uncertainty Bounds for Gaussian Process Regression.,2021,84,11,0,4b0bbd549a71c27586ccaf4400edbb5cde7091f6,,0,0,0,0,0,0,2,8,10,20,20,概率统计与推理基础
Pragmatic Code Autocomplete.,2021,2,0,1,2db9df2f4d896f43b05fb6155cce593fd748cf29,,0,0,0,0,0,0,0,0,0,1,0,自然语言处理
Pre-training Context and Time Aware Location Embeddings from Spatial-Temporal Trajectories for User Next Location Prediction.,2021,133,39,2,ac285bc39e1378448bdfd4c14eb55dd0d30e82c2,,0,0,0,0,0,0,0,0,14,28,49,表示学习与优化方法
Precise Yet Efficient Semantic Calibration and Refinement in ConvNets for Real-time Polyp Segmentation from Colonoscopy Videos.,2021,67,7,3,7ca83bac3e9836d4088101e53bfceddfdeadd7ff,,0,0,0,0,0,0,0,0,6,20,20,计算机视觉
Precision-based Boosting.,2021,1,0,0,e1570dc30fb2d0f42f522a25c8307beb9e1c299a,,0,0,0,0,0,0,0,0,1,0,0,机器学习（含深度学习）
Predicting Livelihood Indicators from Community-Generated Street-Level Imagery.,2021,21,10,0,87db72bfebf9226e338279a452c6638ec0f8ab8a,,0,0,0,0,0,0,1,2,5,3,6,计算机视觉
Predictive Adversarial Learning from Positive and Unlabeled Data.,2021,50,21,2,d9117676a586c92b3e2a4747823cf8aa8dc798c2,,0,0,0,0,0,0,1,0,7,19,13,机器学习（含深度学习）
Preference Elicitation as Average-Case Sorting.,2021,3,1,0,d6fc4fff91f3b84f2742529de6a5383471968102,,0,0,0,0,0,0,0,0,0,1,2,强化学习与智能决策
Preferred Explanations for Ontology-Mediated Queries under Existential Rules.,2021,11,2,0,bc897ff9f7e7aaddbe322497b44d6396178777c6,,0,0,0,0,0,1,1,0,6,2,0,模型可解释性、公平性、应用系统等
Preserving Condorcet Winners under Strategic Manipulation.,2021,2,1,0,efd278ed3ecea58aa5f35bddcf0d55296d77d545,,0,0,0,0,0,0,0,0,0,1,1,基础 AI 理论
Proactive Privacy-preserving Learning for Retrieval.,2021,12,2,0,29dc41ef9225d4c88e18b831b9ee1f6edda903fd,,0,0,0,0,0,0,0,0,5,1,2,模型可解释性、公平性、应用系统等
Probabilistic Dependency Graphs.,2021,2,1,0,55c7506174af3e928ae033e35f80d856d57ef0b0,,0,0,0,0,0,0,0,0,0,0,0,概率统计与推理基础
Probabilistic Programming Bots in Intuitive Physics Game Play.,2021,1,0,0,b98726c7c2006970366b84388f3fa18e8679eef8,,0,0,0,0,0,0,0,0,0,0,0,强化学习与智能决策
Programmatic Strategies for Real-Time Strategy Games.,2021,12,5,1,c34d71c8eb4d179562d7d658b08b62ff8a587503,,0,0,0,0,0,0,0,0,1,4,3,强化学习与智能决策
Progression Heuristics for Planning with Probabilistic LTL Constraints.,2021,4,1,0,62fe21096776dd5277a5161e3d22d2eb4b51fe7f,,0,0,0,0,0,0,0,0,1,2,0,概率统计与推理基础
Progressive Multi-task Learning with Controlled Information Flow for Joint Entity and Relation Extraction.,2021,46,12,1,4adc6e782e36fd276d7c57a2ae9b36d3585c35f8,,0,0,0,0,0,0,0,5,3,14,13,自然语言处理
Progressive Network Grafting for Few-Shot Knowledge Distillation.,2021,53,19,0,883ea3b74ec1e26ad20f2c5c94f45e0d6db16364,,0,0,0,0,0,0,1,12,12,10,10,机器学习（含深度学习）
Progressive One-shot Human Parsing.,2021,19,7,0,3b51a1c4c270651a09c3688e6f7aa4c2f6b01598,,0,0,0,0,0,0,0,4,2,6,4,计算机视觉
Projection-Free Bandit Optimization with Privacy Guarantees.,2021,3,1,0,80329da8202dba48a5eab5455ee1e6976723cb8e,,0,0,0,0,0,0,0,1,1,1,0,强化学习与智能决策
Projection-free Online Learning in Dynamic Environments.,2021,26,13,0,17f97d67a1f35b9aea888c22d9deb23f658799ea,,0,0,0,0,0,0,0,2,3,11,7,强化学习与智能决策
Projection-free Online Learning over Strongly Convex Sets.,2021,28,11,0,279da76413430f1c777dde6dd7375b0e2ab14caa,,0,0,0,0,0,0,0,4,7,6,5,强化学习与智能决策
Proportional Representation under Single-Crossing Preferences Revisited.,2021,6,2,0,33d740382f3fe21e006a556afa4d9bc628cf86be,,0,0,0,0,0,0,1,0,3,1,0,基础 AI 理论
Proportionally Representative Participatory Budgeting with Ordinal Preferences.,2021,34,9,0,2889190d818cc8f192e91797808991c9f96c829e,,0,0,0,1,1,0,3,2,7,9,2,基础 AI 理论
Proposal-Free Video Grounding with Contextual Pyramid Network.,2021,130,29,1,7cb2a218f37c8fcfa91915cfdbba8ed22ef52d12,,0,0,0,0,0,0,0,5,21,38,39,计算机视觉
Provable Benefits of Overparameterization in Model Compression: From Double Descent to Pruning Neural Networks.,2021,58,15,1,5f5c11163e6dce7c92908bc0fe3d131d754f5b88,,0,0,0,0,0,0,1,10,13,11,9,机器学习（含深度学习）
Provably Good Solutions to the Knapsack Problem via Neural Networks of Bounded Size.,2021,27,9,0,05e95fdf43e627fb1827ee3e21c35f0ebf0b3ba2,,0,0,0,0,0,0,0,4,2,6,6,基础 AI 理论
Provably Secure Federated Learning against Malicious Clients.,2021,151,35,6,c63e954296cf71c46fb2808e7bfaab0c3f635385,,0,0,0,0,0,0,0,19,29,31,40,模型可解释性、公平性、应用系统等
Proxy Graph Matching with Proximal Matching Networks.,2021,9,4,0,ed64d4c2b158c791c4a1639766c31f87746345e5,,0,0,0,0,0,0,0,0,2,0,3,表示学习与优化方法
Proxy Synthesis: Learning with Synthetic Classes for Deep Metric Learning.,2021,39,14,0,62d0b58d27864b030876006037206d59af85946c,,0,0,0,0,0,0,0,7,12,11,6,机器学习（含深度学习）
Pyramidal Feature Shrinking for Salient Object Detection.,2021,171,0,0,f6597669ffea6f47234af09ecbc6adea7e0e9a4f,,0,0,0,0,0,0,0,0,0,0,0,计算机视觉
Quantification of Resource Production Incompleteness.,2021,0,0,0,7b0f32c186ca55432ac9b257c7b041b7ec613e29,,0,0,0,0,0,0,0,0,0,0,0,基础 AI 理论
Quantum Cognitively Motivated Decision Fusion for Video Sentiment Analysis.,2021,32,6,2,f73adf875756997f6d7bb3b9b3e6a3e312ea8b6c,,0,0,0,0,0,0,1,2,4,6,8,多模态学习
Quantum Exploration Algorithms for Multi-Armed Bandits.,2021,36,9,2,80f1dcf475edd17b7f425561f71e4e36290e3c99,,0,0,0,0,0,1,2,4,5,10,3,强化学习与智能决策
Quantum-inspired Neural Network for Conversational Emotion Recognition.,2021,50,9,0,66c73652e3e249666ae4cc3abad0b22533d7dee3,,0,0,0,0,0,0,0,2,9,7,12,自然语言处理
Query Training: Learning a Worse Model to Infer Better Marginals in Undirected Graphical Models with Hidden Variables.,2021,8,2,0,4c8ac6887c7dd6397598aeedb3edfa0b2b9c5153,,0,0,0,0,0,0,0,3,2,3,0,概率统计与推理基础
Query-Memory Re-Aggregation for Weakly-supervised Video Object Segmentation.,2021,26,6,0,9a2687319ed3279f579ece9e49b019ef626b3dc3,,0,0,0,0,0,0,0,3,5,9,4,计算机视觉
Question-Driven Span Labeling Model for Aspect-Opinion Pair Extraction.,2021,73,16,2,eccf59850f2a2433cc546b3e7e278d42825eec15,,0,0,0,0,0,0,0,0,13,21,17,自然语言处理
Queue-Learning: A Reinforcement Learning Approach for Providing Quality of Service.,2021,24,3,1,fd15384646a386521ee4824c35011bc17e6fa987,,0,0,0,0,0,0,0,3,3,6,4,强化学习与智能决策
REFINE: Prediction Fusion Network for Panoptic Segmentation.,2021,12,4,0,78a79a7cb5f4d39f7a87980ed7c41c5cd7d990cc,,0,0,0,0,0,0,0,2,5,3,1,计算机视觉
RGB-D Salient Object Detection via 3D Convolutional Neural Networks.,2021,166,19,5,609c315d881f8277991abce44706bfc41129bb2e,,0,0,0,0,0,0,1,13,39,40,45,计算机视觉
RNA Secondary Structure Representation Network for RNA-proteins Binding Prediction.,2021,6,0,0,428a7f685a1bc12e3bfda32ba97f75262e260560,,0,0,0,0,0,0,0,0,1,3,1,机器学习（含深度学习）
ROSITA: Refined BERT cOmpreSsion with InTegrAted techniques.,2021,21,9,1,76ef68c7c2410b503e5f1d43ca0c3d6764f72de1,,0,0,0,0,0,0,0,2,6,5,5,自然语言处理
RSGNet: Relation based Skeleton Graph Network for Crowded Scenes Pose Estimation.,2021,11,1,0,5b729da0fcb53adadc583bb4003ae457a5eaa15a,,0,0,0,0,0,0,0,3,2,3,2,计算机视觉
Rain Streak Removal via Dual Graph Convolutional Network.,2021,142,37,2,0794cd16b9c60ffb1f162f37b28005151024253b,,0,0,0,0,0,0,0,10,26,27,42,计算机视觉
Randomized Generation of Adversary-aware Fake Knowledge Graphs to Combat Intellectual Property Theft.,2021,1,0,0,2dff51bd603d3e8c4ceb377b1ab7c96b92117105,,0,0,0,0,0,0,0,0,0,0,1,表示学习与优化方法
"Ranking Sets of Defeasible Elements in Preferential Approaches to Structured Argumentation: Postulates, Relations, and Characterizations.",2021,4,0,0,781d7a4f84384bde688864d364c98e6a0feae3fd,,0,0,0,0,0,0,1,1,0,1,1,基础 AI 理论
RareBERT: Transformer Architecture for Rare Disease Patient Identification using Administrative Claims.,2021,44,3,0,66d1f09daff4d3bf4deb3148ce5e080e71d82ca3,,0,0,0,0,0,0,0,1,10,9,14,自然语言处理
Raven's Progressive Matrices Completion with Latent Gaussian Process Priors.,2021,10,2,0,dcb3bc37548f50803a883788a972021a35ac9252,,0,0,0,0,0,0,0,0,3,5,1,概率统计与推理基础
Re-TACRED: Addressing Shortcomings of the TACRED Dataset.,2021,135,54,2,6b1834da694817f3dfc3c1b48bbe5f9f5fee2854,,0,0,0,0,0,0,0,5,25,46,31,自然语言处理
Reaching Individually Stable Coalition Structures in Hedonic Games.,2021,15,5,0,0b0405370edb654fbc3dfe786e7a65465c9c0ec8,,0,0,0,0,0,1,1,0,7,3,2,强化学习与智能决策
