title,year,citationCount,top_conf_citations,top_journal_citations,paperId,notes,citations_2014,citations_2015,citations_2016,citations_2017,citations_2018,citations_2019,citations_2020,citations_2021,citations_2022,citations_2023,citations_2024,ai_category
Ranking Preserving Nonnegative Matrix Factorization.,2018,4,2,0,410e02b27a99182dff9ac2aaf9f06d87d50bf125,,0,0,0,0,0,4,0,0,0,0,0,表示学习与优化方法
Reachability Analysis of Deep Neural Networks with Provable Guarantees.,2018,278,70,6,dc3a6ea669e1f0eb011502871c49459bde6b3863,,0,0,0,1,16,45,56,50,27,38,30,基础 AI 理论
Real-time Traffic Pattern Analysis and Inference with Sparse Video Surveillance Information.,2018,15,2,0,623992b44422101d549ab04701d7ba2a695fddcf,,0,0,0,0,0,1,5,0,6,1,0,计算机视觉
Reasoning about Betweenness and RCC8 Constraints in Qualitative Conceptual Spaces.,2018,4,2,0,09d1c1e3ccfd5c7fab737ef63b14d71c8948fcbe,,0,0,0,0,0,1,1,2,0,0,0,基础 AI 理论
Reasoning about Consensus when Opinions Diffuse through Majority Dynamics.,2018,53,13,0,cae7b76c04032d5a3e45bdf6c2f8f4d928a8d038,,0,0,0,0,0,13,12,4,6,8,4,概率统计与推理基础
Recommendation with Multi-Source Heterogeneous Information.,2018,57,7,1,0fdc50efdfb7c193b6626116622340d4d6002ffc,,0,0,0,0,2,10,10,10,9,11,5,机器学习（含深度学习）
Recurrent Collaborative Filtering for Unifying General and Sequential Recommender.,2018,29,4,2,284a2b5f1ea851e42ed9698a5f5e6c2efed216e8,,0,0,0,0,1,8,6,5,3,2,0,机器学习（含深度学习）
Recurrent Deep Multiagent Q-Learning for Autonomous Brokers in Smart Grid.,2018,33,4,1,c58595ae51cde5baa0b1fcd8a44fe7d3588178be,,0,0,0,0,4,6,6,2,8,4,1,强化学习与智能决策
Redividing the Cake.,2018,12,3,0,7e17ac7a8da4035bd6010d1d76e4b7eb728465e5,,0,0,1,0,2,1,4,1,1,1,1,基础 AI 理论
Redundancy-resistant Generative Hashing for Image Retrieval.,2018,2,1,0,1b2e5884521e9ad9c7110a9d43d42e3c594ff91e,,0,0,0,0,1,0,1,0,0,0,0,计算机视觉
Regularizing Deep Neural Networks with an Ensemble-based Decorrelation Method.,2018,15,5,2,7feb0fb9ac8ee67055ed89cd95e786c2c3ef1011,,0,0,0,0,0,1,3,3,1,4,1,机器学习（含深度学习）
Reinforced Mnemonic Reader for Machine Reading Comprehension.,2018,216,69,4,e0222a1ae6874f7fff128c3da8769ab95963da04,,0,0,0,6,25,67,53,25,20,11,6,自然语言处理
Reinforced Self-Attention Network: a Hybrid of Hard and Soft Attention for Sequence Modeling.,2018,148,39,6,5d727286a59d7e2681b6fac5fa269e782849f007,,0,0,0,2,24,29,21,22,16,9,13,自然语言处理
Reinforcing Coherence for Sequence to Sequence Model in Dialogue Generation.,2018,73,26,0,82c4c1917f54621ba3f3960abcf9645f6e14045a,,0,0,0,0,0,15,21,12,12,7,5,自然语言处理
Relevance in Structured Argumentation.,2018,15,1,0,4db2dccd7cc0aa7e7f269dc335f3334400628074,,0,0,0,0,0,0,5,4,0,2,1,基础 AI 理论
Reliable Multi-class Classification based on Pairwise Epistemic and Aleatoric Uncertainty.,2018,29,7,2,dd60cf2caf256436b17d9cc9a204261a0d894b87,,0,0,0,0,0,7,4,3,4,6,3,概率统计与推理基础
Replicating Active Appearance Model by Generator Network.,2018,2,0,0,1e1d0c0ceed05bbf6dcf4083d544cbe79752f296,,0,0,0,0,1,0,0,0,0,1,0,计算机视觉
Representation Learning for Scene Graph Completion via Jointly Structural and Visual Embedding.,2018,41,11,1,018ae076f73f47d116b6dfffa42f7140e4c2585f,,0,0,0,0,1,8,7,10,9,4,0,多模态学习
Representing Urban Functions through Zone Embedding with Human Mobility Patterns.,2018,123,46,3,b5ab9436cb9b0438eaaef13e029f746e37494e34,,0,0,0,0,0,12,13,14,19,18,25,表示学习与优化方法
Request-and-Reverify: Hierarchical Hypothesis Testing for Concept Drift Detection with Expensive Labels.,2018,40,7,1,97a77c261ce253c0d8503eb628ed2a854a7da9d4,,0,0,0,0,0,4,3,11,3,8,7,机器学习（含深度学习）
Rethinking Diversified and Discriminative Proposal Generation for Visual Grounding.,2018,147,51,2,7102c13c3a98d872d31369c778261736808aa32f,,0,0,0,0,2,18,21,22,32,22,17,计算机视觉
Reverse Engineering Queries in Ontology-Enriched Systems: The Case of Expressive Horn Description Logic Ontologies.,2018,37,4,1,1a1ffea41c18c0ee6b083a9e022c30b44e6fa843,,0,0,0,0,2,6,8,4,6,6,3,基础 AI 理论
Robot Task Interruption by Learning to Switch Among Multiple Models.,2018,7,0,0,7a6a0f0f05c66135848618a47842233bfefa0adb,,0,0,0,0,0,2,2,1,1,0,1,强化学习与智能决策
Robust Auto-Weighted Multi-View Clustering.,2018,46,11,0,2b9714a1b7881eeab21a96eea72a7787c5114a44,,0,0,0,0,2,9,11,6,7,7,3,表示学习与优化方法
Robust Face Sketch Synthesis via Generative Adversarial Fusion of Priors and Parametric Sigmoid.,2018,38,7,0,f3002f126f7da75f838637cc314b5f8adc09da53,,0,0,0,0,0,4,7,10,7,3,6,计算机视觉
Robust Feature Selection on Incomplete Data.,2018,12,3,1,525a5349aab23ea9094e0598263c9cb0909aef01,,0,0,0,0,0,5,3,2,1,0,0,表示学习与优化方法
Robust Graph Dimensionality Reduction.,2018,13,3,0,91641d8356ed91b7dcd78106a3b3d9e721250f42,,0,0,0,0,0,2,0,4,4,1,2,表示学习与优化方法
Robust Multi-view Learning via Half-quadratic Minimization.,2018,5,0,0,a2e8b4c4cb664b390f4b7f27f74988a4c778cf21,,0,0,0,0,0,1,0,2,1,1,0,多模态学习
Robust Norm Emergence by Revealing and Reasoning about Context: Socially Intelligent Agents for Enhancing Privacy.,2018,25,2,0,950708ca41f0cd62a831f9c08fb72247b8604b75,,0,0,0,0,0,4,6,4,5,2,4,强化学习与智能决策
SDMCH: Supervised Discrete Manifold-Embedded Cross-Modal Hashing.,2018,65,6,0,b5061d0bba595817cb468f57665e0b1bbdc76ee3,,0,0,1,0,1,6,8,11,11,13,11,多模态学习
SSR-Net: A Compact Soft Stagewise Regression Network for Age Estimation.,2018,171,24,9,d26d07e6d8f1d415c144de51f6d4f9e08efd89c6,,0,0,0,0,4,18,26,33,34,22,15,计算机视觉
SafeNet: Scale-normalization and Anchor-based Feature Extraction Network for Person Re-identification.,2018,8,1,0,5555a3289bf089cbeb551258b53a55458a6c6c25,,0,0,0,0,0,4,2,1,0,1,0,计算机视觉
Salient Object Detection by Lossless Feature Reflection.,2018,40,7,1,853c2c56ec2b7e827f13dd000769cc9bc6fdb335,,0,0,0,0,4,12,4,5,6,4,1,计算机视觉
"Same Representation, Different Attentions: Shareable Sentence Representation Learning from Multiple Tasks.",2018,30,7,1,efeb2e2f177209ee63df25c8fd0a1e19b36aa134,,0,0,0,0,1,9,3,9,3,4,1,自然语言处理
Sampling for Approximate Bipartite Network Projection.,2018,12,1,0,205a1438be2f4386e08bb5b7f460543e3906a62d,,0,0,0,0,1,5,0,4,0,1,1,概率统计与推理基础
Scalable Initial State Interdiction for Factored MDPs.,2018,2,0,0,fd1762b830fd3aa8bb966e6742bbeb2d9dbabd99,,0,0,0,0,0,0,0,0,0,0,0,强化学习与智能决策
Scalable Multiplex Network Embedding.,2018,211,52,4,036f0877999d189ff42d91d23136486cd97928bd,,0,0,0,0,5,19,36,36,41,31,29,表示学习与优化方法
Scalable Probabilistic Causal Structure Discovery.,2018,6,2,0,a9b56f138d0d5fdd52c24e5b508c566d257aa55d,,0,0,0,0,0,2,1,0,2,0,1,概率统计与推理基础
Scalable Rule Learning via Learning Representation.,2018,101,26,3,4a2de20056ad31b31395d546e214eed544dd1393,,0,0,0,0,1,12,17,14,15,17,17,表示学习与优化方法
Scanpath Prediction for Visual Attention using IOR-ROI LSTM.,2018,18,8,0,6eea0ee0a4663077701bce317614ff97f05385dd,,0,0,0,0,0,2,3,2,3,2,3,计算机视觉
Scheduled Policy Optimization for Natural Language Communication with Intelligent Agents.,2018,7,4,0,ffad518fefe9665c0fb653e6de46b325084f0bd1,,0,0,0,0,3,1,0,2,0,1,0,强化学习与智能决策
Scheduling under Uncertainty: A Query-based Approach.,2018,13,3,0,fd3efebfb079cdcec79944ede2c00d4773e142d1,,0,0,0,2,0,0,3,5,1,2,0,概率统计与推理基础
Seeking Practical CDCL Insights from Theoretical SAT Benchmarks.,2018,32,4,0,045256b9596e038e452de1e49d95c590442a2143,,0,0,0,2,1,2,11,4,2,4,3,基础 AI 理论
SegBot: A Generic Neural Text Segmentation Model with Pointer Network.,2018,108,32,4,c0481b349eb58923382a8cc05ddcc8b35cd78b46,,0,0,0,0,5,14,18,18,18,20,8,自然语言处理
Self-Adaptive Double Bootstrapped DDPG.,2018,24,2,0,621f209aeb48fb4610d30770adc66e1be86a3e5f,,0,0,0,0,1,3,3,9,2,3,1,强化学习与智能决策
Self-Representative Manifold Concept Factorization with Adaptive Neighbors for Clustering.,2018,23,5,0,7e249d6f3c117e41b04111598805dd62b03e60c4,,0,0,0,0,0,3,4,4,6,1,3,表示学习与优化方法
Self-Supervised Deep Low-Rank Assignment Model for Prototype Selection.,2018,11,4,0,5b01fec496bdb64d69ae1aeea53f56b48ad9f12b,,0,0,0,0,1,4,0,2,2,0,1,表示学习与优化方法
Self-weighted Multiple Kernel Learning for Graph-based Clustering and Semi-supervised Classification.,2018,100,8,1,da361a0825990676343b2e948a16c27325afadaa,,0,0,0,0,3,14,18,17,16,15,10,表示学习与优化方法
Semantic Locality-Aware Deformable Network for Clothing Segmentation.,2018,33,6,3,11d4b800cb4dd6f2b7a0c614d1b73191489d7918,,0,0,0,0,0,2,7,4,7,6,4,计算机视觉
Semantic Structure-based Unsupervised Deep Hashing.,2018,164,33,3,f0f30b39f0af6f1cce4ccabeb853d6ccf16f6b7b,,0,0,0,1,1,10,27,29,24,29,29,表示学习与优化方法
Semi-Supervised Multi-Modal Learning with Incomplete Modalities.,2018,36,12,0,108deb492273bfaf7691a5468e5f96d614cf396a,,0,0,0,0,0,7,4,4,6,4,6,多模态学习
Semi-Supervised Optimal Margin Distribution Machines.,2018,20,7,0,4b6be9436cfc425f729472abf7d82203d19b2b3e,,0,0,0,1,1,2,4,6,1,4,1,机器学习（含深度学习）
Semi-Supervised Optimal Transport for Heterogeneous Domain Adaptation.,2018,125,33,7,f64a2284e1bbd61b3fadb9c0fb611a1ba9cdf3ca,,0,0,0,2,0,19,18,19,18,17,18,机器学习（含深度学习）
SentiGAN: Generating Sentimental Texts via Mixture Adversarial Networks.,2018,194,55,7,55caf5154cd558c355d7191daa565ebebb8336e1,,0,0,0,0,5,34,46,25,26,14,24,自然语言处理
Sequence Selection by Pareto Optimization.,2018,10,2,0,3bc96d25ef3b3382f3a6c317ec6283434eb9f591,,0,0,0,0,0,2,1,2,1,0,3,表示学习与优化方法
Sequential Recommender System based on Hierarchical Attention Networks.,2018,402,57,16,0b42168f22713c48d8b0ce3bc8f680d347184d88,,0,0,0,1,1,50,63,65,60,63,52,机器学习（含深度学习）
Service Exchange Problem.,2018,6,2,0,aaa80c755f3592e3e0430bf9a35caf66d93bd25e,,0,0,0,0,1,1,0,1,1,0,0,基础 AI 理论
Sharing Residual Units Through Collective Tensor Factorization To Improve Deep Neural Networks.,2018,41,14,1,d8c941f049a1850191c41ee5aa6ed2333d786334,,0,0,0,3,2,8,8,6,2,5,4,表示学习与优化方法
Show and Tell More: Topic-Oriented Multi-Sentence Image Captioning.,2018,38,8,1,555e65623326de1b9c32bd22d482071920a6e4f1,,0,0,0,0,1,4,10,5,6,6,4,多模态学习
"Show, Observe and Tell: Attribute-driven Attention Model for Image Captioning.",2018,64,7,3,b4ae889c38444939ae4312ab38bf7036f6df739f,,0,0,0,0,2,14,18,12,4,5,4,多模态学习
Siamese CNN-BiLSTM Architecture for 3D Shape Representation Learning.,2018,46,11,1,2b2eb0594b181099a349ff63c63936466b3419dd,,0,0,0,0,2,9,10,8,6,6,2,表示学习与优化方法
"Similarity-Based Reasoning, Raven's Matrices, and General Intelligence.",2018,16,6,0,98e257f8bec68a9a1cee01ccffdc63db0449050d,,0,0,0,0,0,3,3,5,3,0,0,基础 AI 理论
Simpler and Faster Algorithm for Checking the Dynamic Consistency of Conditional Simple Temporal Networks.,2018,12,0,1,6d9a248665dc37be86617f1edb4505e4da8a041d,,0,0,1,0,3,3,2,0,1,1,1,强化学习与智能决策
Simultaneous Clustering and Ranking from Pairwise Comparisons.,2018,14,7,1,b0acaf83c0e7ff37066af303a5cd06d54a16cb60,,0,0,0,0,1,0,3,3,3,1,3,概率统计与推理基础
Single-Shot Epistemic Logic Program Solving.,2018,11,3,0,de2e12390c10ffb95928ae10180ef90faed0d9a5,,0,0,0,1,2,3,3,0,0,0,1,基础 AI 理论
Small Undecidable Problems in Epistemic Planning.,2018,16,5,0,677278311b4cefc83cd2f5ac34253147488dddab,,0,0,0,0,1,4,4,3,1,1,2,基础 AI 理论
Small-Variance Asymptotics for Nonparametric Bayesian Overlapping Stochastic Blockmodels.,2018,3,1,0,51e6045da01d6fea05d348a645342c8d4f015036,,0,0,0,0,0,0,1,2,0,0,0,概率统计与推理基础
Smarter Response with Proactive Suggestion: A New Generative Neural Conversation Paradigm.,2018,22,6,0,57448237399d3e71a6d0df08901f0b9004183abc,,0,0,0,0,2,2,6,2,2,3,1,自然语言处理
Social Media based Simulation Models for Understanding Disease Dynamics.,2018,7,1,1,8e713c05134378d7e017f6e30b8716917305bd81,,0,0,0,0,0,1,4,0,1,1,0,模型可解释性、公平性、应用系统等
Socially Motivated Partial Cooperation in Multi-agent Local Search.,2018,4,1,0,e96d199ddd200f92c543b31b528ed8966719f90c,,0,0,0,1,0,0,0,1,1,1,0,强化学习与智能决策
Soft Filter Pruning for Accelerating Deep Convolutional Neural Networks.,2018,1022,245,27,52ff452c2c38d082c07eb434996e07a8c242a692,,0,0,1,0,14,69,185,165,172,172,139,机器学习（含深度学习）
Solving (Weighted) Partial MaxSAT by Dynamic Local Search for SAT.,2018,67,8,2,9a3c1aa993d2727fc19fa5da5b2c2bf63b762142,,0,0,0,1,0,8,17,8,9,8,13,基础 AI 理论
Solving Exist-Random Quantified Stochastic Boolean Satisfiability via Clause Selection.,2018,18,8,0,644af4399850775a45c39c6331915c7c5a4f1356,,0,0,0,0,0,2,2,2,6,0,3,基础 AI 理论
Solving Patrolling Problems in the Internet Environment.,2018,8,4,0,cd194b14b7ceddd6ef6d73a0db611d6bc7714a27,,0,0,0,0,0,5,0,1,2,0,0,强化学习与智能决策
Solving Separable Nonsmooth Problems Using Frank-Wolfe with Uniform Affine Approximations.,2018,4,1,0,fb4bb6f23a03c0d24b6e2d2d56d58a6207843739,,0,0,0,0,0,0,1,1,0,2,0,表示学习与优化方法
Spatio-Temporal Check-in Time Prediction with Recurrent Neural Network based Survival Analysis.,2018,38,4,0,899918121eec1a7153dda65f5d74088ea6760121,,0,0,0,1,2,6,9,4,9,3,2,机器学习（含深度学习）
Spatio-Temporal Graph Convolutional Networks: A Deep Learning Framework for Traffic Forecasting.,2018,4339,1118,171,72edcb3788f9c141a3ed28e6d36f75ca4977d27e,,0,0,1,5,28,136,315,440,648,866,919,机器学习（含深度学习）
Spectral Feature Scaling Method for Supervised Dimensionality Reduction.,2018,8,2,0,1d1945fac14e5e5407a90d4c52f2ef162d45f96b,,0,0,0,0,0,2,3,1,0,0,2,表示学习与优化方法
StackDRL: Stacked Deep Reinforcement Learning for Fine-grained Visual Categorization.,2018,20,4,0,c95d70e51d2369a6df05ea09236074cee0a2e208,,0,0,0,0,0,2,11,2,1,3,1,强化学习与智能决策
Stochastic Anytime Search for Bounding Marginal MAP.,2018,4,1,0,3ec8714747fadef4ca0929eae9bd86a4872c356e,,0,0,0,0,0,1,1,0,1,1,0,概率统计与推理基础
Stochastic Fractional Hamiltonian Monte Carlo.,2018,16,6,1,f9483658af9da53bda19f89382785bcfbcae796d,,0,0,0,0,1,3,3,4,2,1,2,概率统计与推理基础
Stochastic Second-Order Method for Large-Scale Nonconvex Sparse Learning Models.,2018,8,1,0,5b75230941f4464276b5d2e86613f872edfabcaf,,0,0,0,0,0,2,2,2,0,1,1,表示学习与优化方法
Strategyproof and Fair Matching Mechanism for Union of Symmetric M-convex Constraints.,2018,7,0,0,d47bf48c0aaf2d97db0e9aa043d050c03a4d07ff,,0,0,0,0,1,0,4,0,0,0,1,模型可解释性、公平性、应用系统等
Stratification for Constraint-Based Multi-Objective Combinatorial Optimization.,2018,6,0,0,34109ad2357af2c403e3ee1d1b3100e613b9c30f,,0,0,0,0,0,1,1,1,2,0,1,基础 AI 理论
Stratified Negation in Limit Datalog Programs.,2018,6,2,0,9da8b2dbb33ef494fc202131bff91fd052380a45,,0,0,0,0,0,0,5,1,0,0,0,基础 AI 理论
Structured Inference for Recurrent Hidden Semi-markov Model.,2018,29,9,1,42f2c05e07734104aa345b1482a5d34da2d3e7e5,,0,0,0,0,2,8,5,6,2,2,2,概率统计与推理基础
Student-t Variational Autoencoder for Robust Density Estimation.,2018,49,13,0,c3031a054928669d0bb643d2864cc30f33587c00,,0,0,0,0,2,5,9,6,6,12,3,表示学习与优化方法
Submodularity-Inspired Data Selection for Goal-Oriented Chatbot Training Based on Sentence Embeddings.,2018,12,3,0,8225004716c260d6c4f3a1ac3a6ed9a4db7f3acd,,0,0,0,0,1,2,4,3,2,0,0,自然语言处理
Summarizing Source Code with Transferred API Knowledge.,2018,321,67,8,49164d216b7e7968ded2d9863af161191f2c32e5,,0,0,0,0,3,19,29,60,52,70,45,自然语言处理
Symbolic Synthesis of Fault-Tolerance Ratios in Parameterised Multi-Agent Systems.,2018,13,6,0,62f93d1bd4cb2f044c0ca3d0b8850ae24678dc29,,0,0,0,0,0,5,3,1,1,1,1,强化学习与智能决策
Synthesis of Controllable Nash Equilibria in Quantitative Objective Game.,2018,21,2,1,3fbe6d5ba27fe1ec930d1eb53cd6e3779a30afb1,,0,0,0,0,1,3,4,3,1,4,4,强化学习与智能决策
Synthesizing Pattern Programs from Examples.,2018,9,1,0,54cebb9131537f7eb78022ff0537f59dfeff13cc,,0,0,0,0,1,1,2,1,3,1,0,机器学习（含深度学习）
Tag-based Weakly-supervised Hashing for Image Retrieval.,2018,22,4,0,207be16eb8342268acbcfc2dec54fb54d3977247,,0,0,0,0,1,1,8,4,5,1,2,计算机视觉
Task-Guided and Semantic-Aware Ranking for Academic Author-Paper Correlation Inference.,2018,18,4,1,8f04689f96b0e97c026bd6c298b61d1f662a0d44,,0,0,0,0,0,5,5,1,4,3,0,自然语言处理
Teaching Machines to Ask Questions.,2018,47,22,2,6acf1494fe4e2d2ccc72bed542804e90efae204b,,0,0,0,0,2,11,13,6,6,3,5,自然语言处理
Teaching Semi-Supervised Classifier via Generalized Distillation.,2018,28,12,0,9882468937742a0a6e27e8b86d0211e6d2a64965,,0,0,0,0,1,3,7,3,2,6,4,机器学习（含深度学习）
Temporal Belief Memory: Imputing Missing Data during RNN Training.,2018,64,13,0,c11d0bd680b9c26d60a1c9f78b4bc90e9d0929ab,,0,0,0,0,1,6,13,10,11,9,9,表示学习与优化方法
Text Emotion Distribution Learning via Multi-Task Convolutional Neural Network.,2018,74,22,0,0122589258455c56f3ed2c520ba8c1d8c8f4ed99,,0,0,0,0,0,10,11,17,14,9,6,自然语言处理
The Complexity of Limited Belief Reasoning - The Quantifier-Free Case.,2018,2,0,0,a465f6ba6b5c2bb78cfe1c9af6fa96b84756a37c,,0,0,0,0,0,1,0,0,0,1,0,基础 AI 理论
The Price of Usability: Designing Operationalizable Strategies for Security Games.,2018,6,3,1,34470ffa9f6083553819d7680564102c73477597,,0,0,0,0,0,3,1,0,0,0,1,强化学习与智能决策
The Promise and Perils of Myopia in Dynamic Pricing With Censored Information.,2018,0,0,0,a505adc49a156bf9818d31f0f0fce53c1f46fc8e,,0,0,0,0,0,0,0,0,0,0,0,强化学习与智能决策
"Think Globally, Embed Locally - Locally Linear Meta-embedding of Words.",2018,41,19,1,b4a478de9f50724fbf8e01d932463f41fa9a63ca,,0,0,0,1,8,6,12,8,4,1,1,表示学习与优化方法
Three-Head Neural Network Architecture for Monte Carlo Tree Search.,2018,21,5,0,926127d1a1ebb906a5dcc2828316ec8092f288db,,0,0,0,0,1,4,3,3,3,2,4,强化学习与智能决策
Time-evolving Text Classification with Deep Neural Networks.,2018,42,10,2,ce40a8dfb72c69c5c61d8c161784551f670c10fc,,0,0,0,0,0,5,10,8,7,7,4,自然语言处理
Topic-to-Essay Generation with Neural Networks.,2018,71,20,6,79f7a02ac0a5602754e9767431e63f103e6bba25,,0,0,0,0,0,9,21,11,12,7,7,自然语言处理
Toward Designing Convergent Deep Operator Splitting Methods for Task-specific Nonconvex Optimization.,2018,7,2,0,cc04cacfa0952cb7e94afaaa663edbfdc1626dcb,,0,0,0,1,1,3,1,0,1,0,0,表示学习与优化方法
Toward Diverse Text Generation with Inverse Reinforcement Learning.,2018,106,31,2,6e187ded899fb4c0d02b55a711f3e3522a49f50e,,0,0,0,0,3,10,17,17,19,23,11,自然语言处理
Towards Better Representation Learning for Personalized News Recommendation: a Multi-Channel Deep Fusion Approach.,2018,112,25,3,c61683673090358a1d2b993277a7bc044da1d152,,0,0,0,0,2,14,24,20,19,17,12,表示学习与优化方法
Towards Enabling Binary Decomposition for Partial Label Learning.,2018,82,35,3,432bc07a4da8ba674349ac4df2c121504399e1ff,,0,0,1,0,2,9,15,13,17,11,10,机器学习（含深度学习）
Towards Generalized and Efficient Metric Learning on Riemannian Manifold.,2018,24,7,0,38ab777923e09eb3aeb7c2560244c7fef50b0499,,0,0,0,0,0,4,4,3,7,2,3,表示学习与优化方法
Towards Reading Comprehension for Long Documents.,2018,3,1,0,46a32bc9291427c38b566ca0df5e78b3d0b05d4e,,0,0,0,0,0,2,0,1,0,0,0,自然语言处理
Tractable (Simple) Contests.,2018,11,2,0,6611675c03b49f1231a2f92bc5e08f7bab886eba,,0,0,0,0,0,3,1,2,2,1,2,概率统计与推理基础
"Traffic Light Scheduling, Value of Time, and Incentives.",2018,2,1,0,4dcbf58cc49d585313d7c1135f9036f9c6bdee81,,0,0,0,0,0,0,1,0,0,1,0,强化学习与智能决策
Trajectory-User Linking via Variational AutoEncoder.,2018,116,28,3,641699b40315a801bc50bcc3afa10a9a5b8bbeaf,,0,0,0,0,1,13,21,13,19,19,13,表示学习与优化方法
Transformable Convolutional Neural Network for Text Classification.,2018,19,4,1,3281c35a0d41f2cea5a6098ff2d85ce3932f7c9c,,0,0,0,0,0,2,6,4,2,2,1,自然语言处理
Transition-based Adversarial Network for Cross-lingual Aspect Extraction.,2018,22,9,0,17d6fe4742e6b86817aff6824fa85d490159812e,,0,0,0,0,0,5,4,2,3,0,2,自然语言处理
Translating Embeddings for Knowledge Graph Completion with Relation Attention Mechanism.,2018,68,15,5,a1b8b7054e343f12f47bbfb1a81c2fb7f39a4683,,0,0,0,0,0,10,12,15,9,11,8,表示学习与优化方法
Translations as Additional Contexts for Sentence Classification.,2018,17,5,0,5209bd77d68b110fcf25f6b4623e866fc337f62f,,0,0,0,0,1,5,6,2,2,0,1,自然语言处理
TreeNet: Learning Sentence Representations with Unconstrained Tree Structure.,2018,18,6,0,3741122650837776e4ea217b46705a05c39fab52,,0,0,0,0,1,3,3,5,1,3,2,自然语言处理
Trembling-Hand Perfection in Extensive-Form Games with Commitment.,2018,11,5,0,6022bdb331a9e134f68a2999c8d068f3970b31ab,,0,0,0,0,2,2,2,3,0,0,2,强化学习与智能决策
Tri-net for Semi-Supervised Deep Learning.,2018,159,45,5,641eaa4093aafcfa014594bd6417aee7c94c2ef6,,0,0,0,1,5,9,19,21,27,29,24,机器学习（含深度学习）
Truthful Fair Division without Free Disposal.,2018,31,8,0,2b9a9e2994ef1a80f4dad61fdf89766003cf5c75,,0,0,1,0,4,2,2,7,2,5,4,模型可解释性、公平性、应用系统等
Two Approaches to Ontology Aggregation Based on Axiom Weakening.,2018,18,1,0,fa5813bada087da29c072cf1a69570946023bc3f,,0,0,0,0,0,5,3,4,4,0,0,基础 AI 理论
Two Sides of the Same Coin: Belief Revision and Enforcing Arguments.,2018,9,5,0,ba3d9d12bc41d7afc7904eaeee0e5466f37332c3,,0,0,0,1,0,2,0,3,1,1,1,基础 AI 理论
UCBoost: A Boosting Approach to Tame Complexity and Optimality for Stochastic Bandits.,2018,7,1,0,036f8e838075d50a67cdae61e66a2dd46fe0dd56,,0,0,0,0,1,2,1,0,1,1,0,强化学习与智能决策
Unary Integer Linear Programming with Structural Restrictions.,2018,10,3,0,276771e52c07f2e4d3701a688aec96b2bbcd55f5,,0,0,0,0,1,5,0,1,2,0,0,基础 AI 理论
Uncertainty Sampling for Action Recognition via Maximizing Expected Average Precision.,2018,18,4,0,5245dc1ed49e9f5e39df28226613804ddcaa2c51,,0,0,0,0,0,3,3,3,1,1,3,计算机视觉
"Unchaining the Power of Partial Delete Relaxation, Part II: Finding Plans with Red-Black State Space Search.",2018,1,0,0,ae6f8a0dbc85a9241f47527464042707c817cb14,,0,0,0,0,0,0,1,0,0,0,0,强化学习与智能决策
Understanding Subgoal Graphs by Augmenting Contraction Hierarchies.,2018,7,1,1,ec56773f8e6ecd2ccd76433ae2a658e575460f75,,0,0,0,0,0,3,1,2,1,0,0,基础 AI 理论
Unifying and Merging Well-trained Deep Neural Networks for Inference Stage.,2018,36,6,0,c7ac3fbaadac755b2fdae8df07d58f255dc0c85a,,0,0,0,0,1,8,8,8,3,4,1,机器学习（含深度学习）
Unpaired Multi-Domain Image Generation via Regularized Conditional GANs.,2018,15,2,3,72887cb810616b5696814cd14b7e892af742d9b2,,0,0,0,0,1,3,3,1,4,3,0,计算机视觉
Unsupervised Cross-Modality Domain Adaptation of ConvNets for Biomedical Image Segmentations with Adversarial Loss.,2018,305,33,12,1af573c96c2c0bc46a4ee01dfa303c43fcc11274,,0,0,0,2,11,35,85,49,48,30,25,多模态学习
Unsupervised Deep Hashing via Binary Latent Factor Models for Large-scale Cross-modal Retrieval.,2018,159,25,6,382277e0cd011635070377927d8996a583f2ef44,,0,0,0,0,1,10,23,19,22,23,35,多模态学习
Unsupervised Disentangled Representation Learning with Analogical Relations.,2018,14,8,0,b5fe23a58ae85673b145c54452b5890c437bb2e4,,0,0,0,0,1,7,2,4,0,0,0,表示学习与优化方法
Unsupervised Learning based Jump-Diffusion Process for Object Tracking in Video Surveillance.,2018,2,0,0,c12b69c788f58021236316428c192bc16019a5eb,,0,0,0,0,0,0,0,0,0,0,0,计算机视觉
Variable-Delay Controllability.,2018,3,0,0,db4ee0cb60f6f8d598f244863a5fbf12325e3451,,0,0,0,0,0,1,0,0,1,1,0,基础 AI 理论
Variance Reduction in Black-box Variational Inference by Adaptive Importance Sampling.,2018,12,2,1,7b1c0aa4c070c556ff9f7dbdcf8edadfc615598f,,0,0,0,0,0,4,1,2,2,1,1,概率统计与推理基础
Verifying Emergence of Bounded Time Properties in Probabilistic Swarm Systems.,2018,9,1,0,392ee3366d3bd2ab2c8831ee4f172251fcf6f665,,0,0,0,0,0,1,2,2,4,0,0,概率统计与推理基础
Video Captioning with Tube Features.,2018,29,4,1,2f4821a615f08fdad69957a19366c79d939bfd5f,,0,0,0,0,0,7,2,4,2,10,3,多模态学习
View-Volume Network for Semantic Scene Completion from a Single Depth Image.,2018,69,27,0,7cb85cacf8ef865cdd33f457559072a8d47ad6d8,,0,0,0,0,1,9,10,12,9,8,11,计算机视觉
Visible Thermal Person Re-Identification via Dual-Constrained Top-Ranking.,2018,391,74,3,8cf0933ec62c06c9ef8ee0a8d28930f71fef3f91,,0,0,0,0,5,30,64,55,55,69,63,计算机视觉
